name,Length,Speed,Location,Status,Opening date,Type,Manufacturer,Height restriction,Model,Height,Inversions,Lift/launch system,Cost,Trains,Park section,Duration,Capacity,G-force,Designer,Max vertical angle,Drop,Soft opening date,Fast Lane available,Replaced,Track layout,Fastrack available,Soft opening date.1,Closing date,Opened,Replaced by,Website,Flash Pass Available,Must transfer from wheelchair,Theme,Single rider line available,Restraint Style,Flash Pass available,Acceleration,Restraints,Name,year_introduced,latitude,longitude,Type_Main,opening_date_clean,speed1,speed2,speed1_value,speed1_unit,speed,height_value,height_unit,height,Inversions_clean,Gforce_clean,speed_kmh
cedar creek mine ride,"2,540 ft (770 m)",42 mph (68 km/h),cedar point,operating,"may 24, 1969",steel – mine train,arrow development,48 in (122 cm),mine train,48 ft (15 m),0.0,two chain lift hills,$10 million,2 trains with 5 cars. riders are arranged 2 across in 3 rows for a total of 30 riders per train.,frontier town,2:50,2400 riders per hour,4,ron toomer,90°,100 ft (30 m),"april 29, 2005",fast lane available,mine train through nature's wonderland,twister,fastrack available,"april 29, 2005","september 16, 2007",1895,the joker,official website,flash pass available,must transfer from wheelchair,toy story,single rider line available,over-the-shoulder,flash pass available,0 to 40 mph (0 to 64 km/h) in 3 seconds,single lap bar,das große lego-rennen,1969,41.4847,-82.6904,steel,1969-05-24,42 mph,68 km/h,42.0,mph,42.0,48.0,ft,91.2,0,4.0,67.59228
whizzer (roller coaster),"3,100 ft (940 m)",42 mph (68 km/h),other,operating,1972,other,anton schwarzkopf,36 in (91 cm),speed racer / extended jumbo jet,70 ft (21 m),0.0,trains are powered by a hotrail,$10 million,3 trains with 4 cars. riders are arranged 1 across in 6 rows for a total of 24 riders per train.,hometown square,2:00,810 riders per hour,3.0,werner stengel,35°,64 ft (20 m),"april 29, 2005",fast lane available,mine train through nature's wonderland,terrain,fastrack available,"april 29, 2005",1988,1895,gold striker,official website,flash pass available,must transfer from wheelchair,toy story,single rider line available,over-the-shoulder,flash pass available,0 to 40 mph (0 to 64 km/h) in 3 seconds,single lap bar,das große lego-rennen,1976,40.2898,-76.6536,other,1999-01-01,42 mph,68 km/h,42.0,mph,42.0,70.0,ft,91.2,0,3.0,67.59228
montaña rusa (parque del café),"2,583 ft (787 m)",41.2 mph (66.3 km/h),other,operating,1972,steel,anton schwarzkopf,48 in (122 cm),speed racer / extended jumbo jet,56.9 ft (17.3 m),0.0,electric spiral lift,$10 million,2 trains with 6 cars. riders are arranged 2 across in 2 rows for a total of 24 riders per train.,planet snoopy,2min 31sec,"1,174 riders per hour",2.1,werner stengel,50°,100 ft (30 m),"april 29, 2005",fast lane available,mine train through nature's wonderland,twister,fastrack available,"april 29, 2005",1997,1895,the joker,official website,flash pass available,must transfer from wheelchair,toy story,single rider line available,over-the-shoulder,flash pass available,0 to 40 mph (0 to 64 km/h) in 3 seconds,single lap bar,zambezi zinger,1999,40.2898,-76.6536,steel,1999-01-01,41.2 mph,66.3 km/h,41.2,mph,41.2,56.9,ft,91.2,0,2.1,66.30480800000001
scorpion (roller coaster),"1,817.6 ft (554.0 m)",41 mph (66 km/h),busch gardens tampa bay,operating,"may 16, 1980",steel,anton schwarzkopf,42 in (107 cm),silver arrow,60.7 ft (18.5 m),1.0,chain lift hill,us$2.5 million – us$3 million,2 trains with 5 cars. riders are arranged 2 across in 2 rows for a total of 20 riders per train.,pantopia,1:30,1200 riders per hour,3.5,werner stengel,90°,100 ft (30 m),"april 29, 2005",fast lane available,mine train through nature's wonderland,twister,fastrack available,"april 29, 2005","september 16, 2007",1895,the joker,official website,flash pass available,must transfer from wheelchair,toy story,single rider line available,over-the-shoulder,flash pass available,0 to 40 mph (0 to 64 km/h) in 3 seconds,single lap bar,das große lego-rennen,1980,28.0375,-82.4233,steel,1980-05-16,41 mph,66 km/h,41.0,mph,41.0,60.7,ft,91.2,1,3.5,65.98294
avalanche (kings dominion),"3,200 ft (980 m)",41 mph (66 km/h),kings dominion,closed,"march 26, 1988",steel – bobsled,mack rides,40 in (102 cm),bobsled,69 ft (21 m),0.0,chain-lift,$10 million,3 trains with 7 cars. riders are arranged 1 across in 2 rows for a total of 14 riders per train.,jungle x-pedition,1:30,1200 riders per hour,3.4,werner stengel,90°,12 ft (3.7 m),"april 29, 2005",fast lane available,mine train through nature's wonderland,twister,fastrack available,"april 29, 2005","september 16, 2007",1895,the joker,official website,flash pass available,must transfer from wheelchair,toy story,single rider line available,over-the-shoulder,flash pass available,0 to 40 mph (0 to 64 km/h) in 3 seconds,single lap bar,das große lego-rennen,1988,37.8401,-77.4407,steel,1988-03-26,41 mph,66 km/h,41.0,mph,41.0,69.0,ft,91.2,0,3.4,65.98294
mumbo jumbo (roller coaster),935 ft (285 m),41 mph (66 km/h),flamingo land resort,operating,4 july 2009,steel,s&s – sansei technologies,48 in (122 cm),el loco,98 ft (30 m),2.0,chain lift hill,£4 million,2 trains with 6 cars. riders are arranged 2 across in 2 rows for a total of 24 riders per train.,planet snoopy,1:30,1200 riders per hour,3,werner stengel,112°,100 ft (30 m),"april 29, 2005",fast lane available,mine train through nature's wonderland,twister,fastrack available,"april 29, 2005","september 16, 2007",1895,the joker,official website,flash pass available,must transfer from wheelchair,toy story,single rider line available,over-the-shoulder,flash pass available,0 to 40 mph (0 to 64 km/h) in 3 seconds,single lap bar,das große lego-rennen,2009,54.209,-0.808,steel,2009-07-04,41 mph,66 km/h,41.0,mph,41.0,98.0,ft,91.2,2,3.0,65.98294
green lantern coaster,"488 m (1,601 ft)",66 km/h (41 mph),warner bros. movie world,operating,23 december 2011[2],steel,s&s – sansei technologies,140 cm (4 ft 7 in),el loco,33 m (108 ft),2.0,chain lift hill,$10 million,7 trains with a single car. riders are arranged 4 across in 2 rows for a total of 8 riders per train.,planet snoopy,67 seconds[3],1200 riders per hour,3.5,werner stengel,120.5[4]°,100 ft (30 m),16 december 2011[1],fast lane available,mine train through nature's wonderland,twister,fastrack available,16 december 2011[1],"september 16, 2007",1895,the joker,official website,flash pass available,must transfer from wheelchair,toy story,single rider line available,over-the-shoulder,flash pass available,0 to 40 mph (0 to 64 km/h) in 3 seconds,single lap bar,das große lego-rennen,2011,-27.9073,153.3136,steel,2011-12-23,66 km/h,41 mph,66.0,km/h,41.0,33.0,m,108.3,2,3.5,65.98294
timber drop,935 ft (285 m),66 km/h (41 mph),fraispertuis city,operating,12 july 2011,steel,s&s – sansei technologies,120 cm (3 ft 11 in),el loco,29.26 m (96.0 ft),2.0,chain lift hill,"€3,000,000",2 trains with 6 cars. riders are arranged 2 across in 2 rows for a total of 24 riders per train.,planet snoopy,1:20,1200 riders per hour,4,werner stengel,113.1°,100 ft (30 m),"april 29, 2005",fast lane available,mine train through nature's wonderland,twister,fastrack available,"april 29, 2005","september 16, 2007",1895,the joker,official website,flash pass available,must transfer from wheelchair,toy story,single rider line available,over-the-shoulder,flash pass available,0 to 40 mph (0 to 64 km/h) in 3 seconds,single lap bar,das große lego-rennen,2011,48.3242,6.7295,steel,2011-07-12,66 km/h,41 mph,66.0,km/h,41.0,29.26,m,96.0,2,4.0,65.98294
twist n' shout,"1,817.6 ft (554.0 m)",41 mph (66 km/h),loudoun castle,removed,april 2003,steel,anton schwarzkopf,48 in (122 cm),silverarrow,60.7 ft (18.5 m),1.0,chain lift hill,$10 million,6 cars. riders are arranged 2 across in 2 rows for a total of 24 riders per train.,planet snoopy,1:48,1500 riders per hour,4,werner stengel,90°,100 ft (30 m),"april 29, 2005",fast lane available,mine train through nature's wonderland,twister,fastrack available,"april 29, 2005",2010,1895,the joker,official website,flash pass available,must transfer from wheelchair,toy story,single rider line available,over-the-shoulder,flash pass available,0 to 40 mph (0 to 64 km/h) in 3 seconds,single lap bar,das große lego-rennen,2003,55.6104,-4.3689,steel,2003-04-01,41 mph,66 km/h,41.0,mph,41.0,60.7,ft,91.2,1,4.0,65.98294
canyon blaster (adventuredome),"2,423 ft (739 m)",41 mph (66 km/h),adventuredome,operating,"august 23, 1993",steel – indoor,arrow dynamics,48 in (122 cm),boomerang,94 ft (29 m),4.0,chain,$10 million,2 trains with 6 cars. riders are arranged 2 across in 2 rows for a total of 24 riders per train.,2nd level,1:30,1200 riders per hour,3.5,werner stengel,53°,66 ft (20 m),"april 29, 2005",fast lane available,mine train through nature's wonderland,twister,fastrack available,"april 29, 2005","september 16, 2007",1895,the joker,official website,flash pass available,must transfer from wheelchair,toy story,single rider line available,over-the-shoulder,flash pass available,0 to 40 mph (0 to 64 km/h) in 3 seconds,single lap bar,das große lego-rennen,1993,36.1381,-115.1664,steel,1993-08-23,41 mph,66 km/h,41.0,mph,41.0,94.0,ft,91.2,4,3.5,65.98294
carolina cyclone,"2,100 ft (640 m)",41 mph (66 km/h),carowinds,operating,"march 22, 1980",steel,arrow dynamics,48 in (122 cm),custom looping,95 ft (29 m),4.0,chain lift hill,"$2,000,000",2 trains with 7 cars. riders are arranged 2 across in 2 rows for a total of 28 riders per train.,carolina boardwalk,1:30,"1,600 riders per hour",3.5,ron toomer,53°,65 ft (20 m),"april 29, 2005",fast lane available,mine train through nature's wonderland,twister,fastrack available,"april 29, 2005","september 16, 2007",1895,the joker,official website,flash pass available,must transfer from wheelchair,toy story,single rider line available,over-the-shoulder,flash pass available,0 to 40 mph (0 to 64 km/h) in 3 seconds,single lap bar,das große lego-rennen,1980,35.1042,-80.9436,steel,1980-03-22,41 mph,66 km/h,41.0,mph,41.0,95.0,ft,91.2,4,3.5,65.98294
steel hawg,935 ft (285 m),41 mph (66 km/h),indiana beach,operating,"july 5, 2008",steel,s&s – sansei technologies,48 in (122 cm),el loco,96 ft (29 m),2.0,chain lift hill,$10 million,4 trains with a single car. riders are arranged 2 across in 2 rows for a total of 4 riders per train.,planet snoopy,1:30,1200 riders per hour,4,alan schilke,111°,100 ft (30 m),"april 29, 2005",fast lane available,mine train through nature's wonderland,twister,fastrack available,"april 29, 2005","september 16, 2007",1895,the joker,official website,flash pass available,must transfer from wheelchair,toy story,single rider line available,over-the-shoulder,flash pass available,0 to 40 mph (0 to 64 km/h) in 3 seconds,single lap bar,das große lego-rennen,2008,40.7909,-86.7718,steel,2008-07-05,41 mph,66 km/h,41.0,mph,41.0,96.0,ft,91.2,2,4.0,65.98294
zdt's amusement park,935 ft (285 m),65 km/h (40 mph),zdt's amusement park,operating,"october 17, 2015",wood,the gravity group,48 in (122 cm),boomerang,65 ft (20 m),0.0,chain lift hill,$10 million,2 trains with 4 cars. riders are arranged 2 across in a single row for a total of 8 riders per train.,planet snoopy,1:30,700 riders per hour,4,werner stengel,87°,58 ft (18 m),"april 29, 2005",fast lane available,mine train through nature's wonderland,twister,fastrack available,"april 29, 2005","september 16, 2007",1895,the joker,official website,flash pass available,must transfer from wheelchair,toy story,single rider line available,over-the-shoulder,flash pass available,0 to 40 mph (0 to 64 km/h) in 3 seconds,single lap bar,das große lego-rennen,2015,40.2898,-76.6536,wood,2015-10-17,65 km/h,40 mph,65.0,km/h,40.4,65.0,ft,91.2,0,4.0,65.017336
polar x-plorer,935 ft (285 m),65 km/h (40 mph),legoland billund,operating,29 april 2012,steel,zierer,48 in (122 cm),elevated seating coaster,20 m (66 ft),0.0,chain lift hill,$10 million,2 trains with 6 cars. riders are arranged 2 across in 2 rows for a total of 24 riders per train.,planet snoopy,1:30,1200 riders per hour,4,werner stengel,90°,100 ft (30 m),"april 29, 2005",fast lane available,mine train through nature's wonderland,twister,fastrack available,"april 29, 2005","september 16, 2007",1895,the joker,official website,flash pass available,must transfer from wheelchair,toy story,single rider line available,over-the-shoulder,flash pass available,0 to 40 mph (0 to 64 km/h) in 3 seconds,single lap bar,das große lego-rennen,2012,55.737,9.1218,steel,2012-04-29,65 km/h,40 mph,65.0,km/h,40.4,20.0,m,65.6,0,4.0,65.017336
python (busch gardens tampa bay),"1,200 ft (370 m)",40 mph (64 km/h),busch gardens tampa bay,removed,"july 1, 1976",steel,arrow development,42 in (107 cm),corkscrew,72 ft (22 m),2.0,chain lift hill,us$2 million($9.1 million in 2020 dollars[1]),2 trains with 6 cars. riders are arranged 2 across in 2 rows for a total of 24 riders per train.,congo,1:08,1200 riders per hour,4,ron toomer,90°,100 ft (30 m),"april 29, 2005",fast lane available,mine train through nature's wonderland,twister,fastrack available,"april 29, 2005","october 31, 2006",1895,jungala,official website,flash pass available,must transfer from wheelchair,toy story,single rider line available,over-the-shoulder,flash pass available,0 to 40 mph (0 to 64 km/h) in 3 seconds,single lap bar,das große lego-rennen,1976,28.039,-82.4251,steel,1976-07-01,40 mph,64 km/h,40.0,mph,40.0,72.0,ft,91.2,2,4.0,64.3736
cobra's curse,"2,100 ft (640 m)",40 mph (64 km/h),busch gardens tampa bay,operating,"june 17, 2016",steel – spinning,mack rides,42[1] in (107 cm),boomerang,70 ft (21 m),0.0,elevator liftwheel lift,$10 million,8 trains with 2 cars. riders are arranged 2 across in 2 rows for a total of 8 riders per train.,egypt,1:30,1000 riders per hour,4,werner stengel,90°,100 ft (30 m),"april 29, 2005",fast lane available,king tut's tomb,twister,fastrack available,"april 29, 2005","september 16, 2007",1895,the joker,official website,flash pass available,must transfer from wheelchair,toy story,single rider line available,over-the-shoulder,flash pass available,0 to 40 mph (0 to 64 km/h) in 3 seconds,single lap bar,das große lego-rennen,2016,40.2898,-76.6536,steel,2016-06-17,40 mph,64 km/h,40.0,mph,40.0,70.0,ft,91.2,0,4.0,64.3736
the jester (roller coaster),"1,936 ft (590 m)",40 mph (64 km/h),other,operating,1972,steel,vekoma,48 in (122 cm),hurricane,79 ft (24 m),3.0,chain lift hill,"$4,300,000 usd",2 trains with 7 cars. riders are arranged 2 across in 2 rows for a total of 28 riders per train.,planet snoopy,1:24,1200 riders per hour,3.5,werner stengel,40°,69 ft (21 m),"april 29, 2005",fast lane available,mine train through nature's wonderland,twister,fastrack available,"april 29, 2005","september 16, 2007",1895,pandemonium,official website,flash pass available,must transfer from wheelchair,toy story,single rider line available,over-the-shoulder,flash pass available,0 to 40 mph (0 to 64 km/h) in 3 seconds,single lap bar,the joker's revenge,2003,40.2898,-76.6536,steel,1999-01-01,40 mph,64 km/h,40.0,mph,40.0,79.0,ft,91.2,3,3.5,64.3736
thunderbolt (six flags new england),"2,600 ft (790 m)",40 mph (64 km/h),six flags new england,operating,1941,wood,joseph e. drambour,48 in (122 cm),boomerang,70 ft (21 m),0.0,chain lift hill,$10 million,2 trains with 6 cars. riders are arranged 2 across in 2 rows for a total of 24 riders per train.,planet snoopy,1:00,1200 riders per hour,4,"harry c. baker, harry g traver",90°,100 ft (30 m),"april 29, 2005",fast lane available,mine train through nature's wonderland,figure eight,fastrack available,"april 29, 2005","september 16, 2007",1895,the joker,official website,flash pass available,must transfer from wheelchair,toy story,single rider line available,over-the-shoulder,flash pass available,0 to 40 mph (0 to 64 km/h) in 3 seconds,single lap bar,das große lego-rennen,1941,42.0389,-72.6133,wood,1941-01-01,40 mph,64 km/h,40.0,mph,40.0,70.0,ft,91.2,0,4.0,64.3736
flyer comet (whalom park),"2,640 ft (800 m)",40 mph (64 km/h),whalom park,removed,1940,wood,national amusement devices,48 in (122 cm),boomerang,70 ft (21 m),0.0,chain lift hill,$10 million,2 trains with 6 cars. riders are arranged 2 across in 2 rows for a total of 24 riders per train.,planet snoopy,1:50,1200 riders per hour,4,vernon keenan,90°,100 ft (30 m),"april 29, 2005",fast lane available,mine train through nature's wonderland,twister,fastrack available,"april 29, 2005",2000,1895,the joker,official website,flash pass available,must transfer from wheelchair,toy story,single rider line available,over-the-shoulder,flash pass available,0 to 40 mph (0 to 64 km/h) in 3 seconds,single lap bar,das große lego-rennen,1940,42.5762,-71.746,wood,1940-01-01,40 mph,64 km/h,40.0,mph,40.0,70.0,ft,91.2,0,4.0,64.3736
